CSV Split Summary
=================

Date: 28-Jun-2026 23:44:38
Input file: data/legacy/original_csv/RUSS_24_VALID.CSV
Output directory: data/legacy/surveys/pending

Total surveys: 12578
Total rows: 11651703
Average rows per survey: 926
Time elapsed: 341.3 minutes

Survey file row counts:
-----------------------
p104238: 4340 rows
p104239: 3261 rows
p104242: 2689 rows
p104246: 2122 rows
p104249: 2914 rows
p104250: 1971 rows
p104251: 802 rows
p104256: 3365 rows
p104258: 2725 rows
p104259: 1930 rows
p104265: 543 rows
p104266: 2752 rows
p104268: 3517 rows
p104271: 1318 rows
p105123: 854 rows
p105124: 981 rows
p105125: 1273 rows
p105137: 1510 rows
p105138: 1139 rows
p105139: 1215 rows
p105140: 1195 rows
p105153: 1360 rows
p105159: 858 rows
p105160: 1247 rows
p105171: 1836 rows
p105215: 1725 rows
p105218: 2386 rows
p105219: 2127 rows
p105224: 4384 rows
p105226: 3303 rows
p105230: 3393 rows
p105231: 2681 rows
p105236: 3049 rows
p105238: 4366 rows
p105239: 3849 rows
p105245: 4209 rows
p105247: 3746 rows
p105248: 3584 rows
p105249: 4162 rows
p105256: 4120 rows
p105262: 2743 rows
p105271: 4117 rows
p105275: 2428 rows
p105276: 3191 rows
p106215: 626 rows
p106216: 568 rows
p106217: 614 rows
p106218: 689 rows
p106221: 723 rows
p106223: 165 rows
p106228: 834 rows
p106229: 801 rows
p106230: 758 rows
p106235: 554 rows
p106237: 769 rows
p106239: 832 rows
p106242: 784 rows
p106245: 499 rows
p106246: 778 rows
p106248: 578 rows
p106250: 474 rows
p106256: 572 rows
p106258: 717 rows
p106259: 611 rows
p106260: 765 rows
p106270: 754 rows
p106271: 731 rows
p107213: 988 rows
p107217: 839 rows
p107218: 740 rows
p107222: 841 rows
p107223: 882 rows
p107224: 995 rows
p107226: 845 rows
p107228: 653 rows
p107233: 869 rows
p107234: 962 rows
p107235: 740 rows
p107239: 893 rows
p107240: 833 rows
p107256: 899 rows
p107257: 727 rows
p107260: 910 rows
p107261: 4274 rows
p107262a: 3445 rows
p107262b: 451 rows
p107268: 1093 rows
p107273: 3087 rows
p108219: 806 rows
p108220: 900 rows
p108221: 532 rows
p108228: 354 rows
p108234: 624 rows
p108235: 639 rows
p108237: 519 rows
p108243: 422 rows
p108244: 388 rows
p108249: 696 rows
p108255: 712 rows
p108260: 503 rows
p108261: 478 rows
p108264: 645 rows
p108265: 711 rows
p108267: 639 rows
p108268: 690 rows
p108269: 682 rows
p109216: 682 rows
p109219: 1264 rows
p109221: 2199 rows
p109224: 753 rows
p109225: 800 rows
p109226: 484 rows
p109228: 754 rows
p109232: 792 rows
p109239: 585 rows
p109240: 576 rows
p109244: 726 rows
p109245: 468 rows
p109247: 436 rows
p109250: 525 rows
p109251: 723 rows
p109253: 695 rows
p109254: 608 rows
p109255: 628 rows
p109258: 704 rows
p109260: 731 rows
p109264: 653 rows
p109267: 356 rows
p109269: 457 rows
p110214: 654 rows
p110219: 287 rows
p110223: 558 rows
p110224: 700 rows
p110225: 632 rows
p110226: 589 rows
p110230: 659 rows
p110233: 477 rows
p110234: 784 rows
p110239: 606 rows
p110241: 668 rows
p110242: 726 rows
p110252: 600 rows
p110256: 643 rows
p110261: 689 rows
p110262: 424 rows
p110320: 1119 rows
p110334: 1138 rows
p110352: 1142 rows
p111217: 1079 rows
p111221: 1486 rows
p111225: 1525 rows
p111229: 1449 rows
p111235: 1067 rows
p111236: 851 rows
p111239: 276 rows
p111242: 1121 rows
p111243: 1325 rows
p111244: 1337 rows
p111245: 1355 rows
p111250: 789 rows
p111252: 832 rows
p111254: 873 rows
p111261: 1421 rows
p111262: 1364 rows
p111269: 1408 rows
p111270: 1132 rows
p111347: 1066 rows
p112217: 1412 rows
p112220: 1435 rows
p112221: 167 rows
p112227: 228 rows
p112230: 484 rows
p112232: 785 rows
p112233: 515 rows
p112234: 707 rows
p112235: 727 rows
p112237: 758 rows
p112239: 598 rows
p112246: 564 rows
p112247: 482 rows
p112251: 395 rows
p112256: 647 rows
p112258: 340 rows
p112261: 476 rows
p112265: 106 rows
p112268: 626 rows
p112334: 2812 rows
p113216: 537 rows
p113218: 596 rows
p113219: 623 rows
p113224: 543 rows
p113229: 111 rows
p113230: 501 rows
p113232: 666 rows
p113237: 683 rows
p113239: 482 rows
p113249: 405 rows
p113257: 441 rows
p113258: 373 rows
p114219: 219 rows
p114220: 692 rows
p114222: 718 rows
p114223: 268 rows
p114224: 810 rows
p114232: 727 rows
p114233: 462 rows
p114236: 682 rows
p114240: 631 rows
p114247: 644 rows
p114250: 670 rows
p114251: 574 rows
p114252: 549 rows
p114258: 677 rows
p114260: 552 rows
p114269: 715 rows
p115219: 795 rows
p115226: 534 rows
p115228: 511 rows
p115235: 628 rows
p115239: 406 rows
p115240: 814 rows
p115241: 423 rows
p115246: 746 rows
p115247: 586 rows
p115251: 767 rows
p115256: 442 rows
p115259: 644 rows
p115265: 848 rows
p115266: 632 rows
p115268: 432 rows
p116199: 279 rows
p116201: 815 rows
p116206: 786 rows
p116207: 786 rows
p116209: 635 rows
p116212: 684 rows
p116213: 809 rows
p116214: 854 rows
p116216: 954 rows
p116222: 810 rows
p116226: 880 rows
p116228: 562 rows
p116229: 925 rows
p116232: 885 rows
p116233: 684 rows
p116237: 593 rows
p116240: 335 rows
p116241: 895 rows
p116243: 668 rows
p116245: 493 rows
p116247: 843 rows
p116248: 790 rows
p116254: 774 rows
p117207: 778 rows
p117210: 1380 rows
p117212: 507 rows
p117213: 699 rows
p117214: 701 rows
p117222: 541 rows
p117226: 675 rows
p117230: 886 rows
p117236: 787 rows
p117239: 749 rows
p117240: 787 rows
p117251: 266 rows
p117255: 775 rows
p118167: 798 rows
p118171: 561 rows
p118174: 754 rows
p118200: 898 rows
p118201: 853 rows
p118203: 248 rows
p118211: 629 rows
p118212: 766 rows
p118225: 936 rows
p118228: 776 rows
p118229: 1142 rows
p118232: 902 rows
p118233: 1098 rows
p118236: 469 rows
p118239: 680 rows
p118253: 819 rows
p118255: 764 rows
p118256: 1002 rows
p118257: 995 rows
p118263: 594 rows
p118264: 385 rows
p119169: 1399 rows
p119176: 2172 rows
p119197: 1304 rows
p119199: 1301 rows
p119200: 1412 rows
p119205: 1840 rows
p119206: 2021 rows
p119226: 1591 rows
p119227: 1449 rows
p119232: 1427 rows
p119236: 1122 rows
p119238: 1808 rows
p119249: 1954 rows
p119252: 1221 rows
p119253: 1722 rows
p119256: 979 rows
p119261: 762 rows
p119262: 1817 rows
p120214: 1398 rows
p120217: 1289 rows
p120221: 1374 rows
p120227: 1403 rows
p120229: 1326 rows
p120231: 1092 rows
p120235: 1373 rows
p120237: 893 rows
p120242: 860 rows
p120245: 1617 rows
p120250: 1615 rows
p120256: 1558 rows
p122024: 1180 rows
p122027: 956 rows
p122060: 1224 rows
p122064: 1305 rows
p123239: 603 rows
p123240: 828 rows
p123241: 596 rows
p123270: 600 rows
p123271: 643 rows
p123273: 720 rows
p123285: 725 rows
p123292: 559 rows
p123308: 449 rows
p123309: 526 rows
p200087: 15 rows
p203238: 686 rows
p203239: 473 rows
p203240: 794 rows
p203241: 764 rows
p203242: 168 rows
p203243: 517 rows
p203244: 113 rows
p204127: 647 rows
p204131: 177 rows
p204152: 445 rows
p204156: 547 rows
p204258: 408 rows
p204266: 1965 rows
p204268: 2169 rows
p205230: 1888 rows
p205231: 2297 rows
p205238: 1987 rows
p205239: 2087 rows
p205245: 1479 rows
p205247: 2164 rows
p205248: 2008 rows
p205256: 2051 rows
p206237: 604 rows
p206239: 471 rows
p206250: 435 rows
p206251: 531 rows
p206257: 518 rows
p206258: 709 rows
p206260: 574 rows
p206261: 624 rows
p209238: 190 rows
p209239: 750 rows
p209240: 766 rows
p209244: 742 rows
p209245: 660 rows
p209246: 719 rows
p210239: 519 rows
p210240: 726 rows
p210241: 702 rows
p210242: 665 rows
p210243: 634 rows
p213228: 748 rows
p213229: 808 rows
p213230: 802 rows
p213231: 588 rows
p213232: 723 rows
p213233: 808 rows
p213249: 775 rows
p213261: 727 rows
p213262: 716 rows
p213263: 728 rows
p213271: 633 rows
p214232: 335 rows
p214236: 720 rows
p214247: 407 rows
p214252: 542 rows
p215223: 702 rows
p215226: 147 rows
p215227: 256 rows
p215251: 699 rows
p215252: 685 rows
p215255: 648 rows
p215256: 627 rows
p215259: 768 rows
p215260: 796 rows
p215261: 770 rows
p215262: 476 rows
p216194: 718 rows
p216195: 865 rows
p216198: 549 rows
p216199: 664 rows
p216200: 408 rows
p216206: 711 rows
p216223: 607 rows
p216226: 15 rows
p216228: 633 rows
p216229: 594 rows
p216233: 564 rows
p300162: 83 rows
p300164: 76 rows
p300173: 110 rows
p300176: 18 rows
p300177: 17 rows
p300178: 15 rows
p300180: 21 rows
p300181: 75 rows
p300182: 19 rows
p300183: 18 rows
p300184: 21 rows
p300185: 15 rows
p300187: 31 rows
p300188: 25 rows
p300189: 88 rows
p300190: 32 rows
p300191: 11 rows
p300193: 18 rows
p300194: 35 rows
p300195: 28 rows
p300196: 22 rows
p300198: 22 rows
p300199: 28 rows
p300200: 28 rows
p300202: 28 rows
p300203: 67 rows
p300205: 13 rows
p300206: 26 rows
p300207: 47 rows
p300208: 53 rows
p300209: 29 rows
p300210: 27 rows
p300211: 27 rows
p300212: 21 rows
p300213: 35 rows
p300214: 28 rows
p300215: 25 rows
p300217: 18 rows
p300218: 61 rows
p300219: 31 rows
p300220: 36 rows
p300221: 29 rows
p300222: 49 rows
p300223: 37 rows
p300224: 33 rows
p300225: 48 rows
p300227: 32 rows
p300228: 89 rows
p300230: 32 rows
p300231: 40 rows
p300232: 22 rows
p300233: 23 rows
p300234: 28 rows
p300235: 15 rows
p300236: 25 rows
p300238: 12 rows
p300239: 49 rows
p300240: 33 rows
p300241: 35 rows
p300242: 42 rows
p300243: 15 rows
p300244: 45 rows
p300245: 20 rows
p300248: 19 rows
p300250: 47 rows
p300251: 29 rows
p300252: 11 rows
p300253: 37 rows
p300254: 15 rows
p300255: 22 rows
p300256: 13 rows
p300259: 15 rows
p300261: 19 rows
p300262: 17 rows
p300267: 13 rows
p300270: 11 rows
p300271: 34 rows
p300275: 41 rows
p300276: 22 rows
p300279: 93 rows
p300281: 16 rows
p300282: 63 rows
p300290: 65 rows
p301159: 19 rows
p301161: 23 rows
p301167: 25 rows
p301168: 14 rows
p301170: 25 rows
p301171: 22 rows
p301173: 85 rows
p301174: 26 rows
p301178: 26 rows
p301179: 38 rows
p301182: 21 rows
p301184: 52 rows
p301185: 29 rows
p301186: 24 rows
p301187: 28 rows
p301188: 35 rows
p301189: 38 rows
p301191: 23 rows
p301192: 29 rows
p301193: 25 rows
p301194: 26 rows
p301195: 28 rows
p301196: 35 rows
p301197: 52 rows
p301198: 31 rows
p301199: 39 rows
p301200: 135 rows
p301201: 51 rows
p301202: 31 rows
p301204: 36 rows
p301205: 29 rows
p301206: 22 rows
p301207: 45 rows
p301208: 39 rows
p301210: 43 rows
p301211: 36 rows
p301213: 45 rows
p301214: 21 rows
p301215: 26 rows
p301216: 31 rows
p301217: 26 rows
p301219: 14 rows
p301220: 37 rows
p301221: 41 rows
p301223: 38 rows
p301225: 39 rows
p301226: 49 rows
p301227: 56 rows
p301228: 43 rows
p301232: 46 rows
p301233: 30 rows
p301234: 25 rows
p301235: 31 rows
p301238: 50 rows
p301240: 33 rows
p301246: 44 rows
p301247: 25 rows
p301248: 28 rows
p301249: 74 rows
p301251: 29 rows
p301252: 34 rows
p301253: 34 rows
p301255: 59 rows
p301256: 45 rows
p301257: 28 rows
p301262: 26 rows
p301263: 26 rows
p301264: 29 rows
p301266: 22 rows
p301267: 27 rows
p301270: 20 rows
p301271: 24 rows
p301275: 19 rows
p301276: 14 rows
p301278: 14 rows
p301280: 21 rows
p301283: 24 rows
p302159: 25 rows
p302162: 38 rows
p302163: 25 rows
p302164: 28 rows
p302165: 30 rows
p302166: 24 rows
p302167: 32 rows
p302168: 43 rows
p302169: 28 rows
p302170: 32 rows
p302171: 32 rows
p302172: 27 rows
p302173: 129 rows
p302174: 27 rows
p302181: 29 rows
p302182: 27 rows
p302183: 37 rows
p302184: 31 rows
p302185: 32 rows
p302186: 28 rows
p302187: 91 rows
p302188: 46 rows
p302189: 29 rows
p302190: 27 rows
p302191: 32 rows
p302192: 31 rows
p302193: 31 rows
p302194: 33 rows
p302195: 32 rows
p302196: 26 rows
p302197: 64 rows
p302198: 38 rows
p302199: 40 rows
p302200: 46 rows
p302201: 23 rows
p302202: 39 rows
p302203: 28 rows
p302204: 19 rows
p302205: 27 rows
p302206: 36 rows
p302207: 21 rows
p302208: 39 rows
p302209: 29 rows
p302210: 28 rows
p302211: 36 rows
p302212: 24 rows
p302213: 42 rows
p302214: 20 rows
p302215: 33 rows
p302216: 22 rows
p302217: 23 rows
p302218: 29 rows
p302219: 26 rows
p302220: 41 rows
p302221: 37 rows
p302222: 30 rows
p302223: 35 rows
p302224: 34 rows
p302225: 31 rows
p302226: 29 rows
p302227: 33 rows
p302228: 32 rows
p302229: 33 rows
p302230: 26 rows
p302231: 27 rows
p302232: 33 rows
p302233: 34 rows
p302234: 40 rows
p302235: 27 rows
p302236: 47 rows
p302237: 24 rows
p302238: 33 rows
p302239: 45 rows
p302240: 20 rows
p302241: 37 rows
p302242: 32 rows
p302244: 28 rows
p302245: 85 rows
p302247: 53 rows
p302248: 34 rows
p302250: 44 rows
p302251: 27 rows
p302252: 27 rows
p302253: 48 rows
p302256: 10 rows
p302257: 37 rows
p302260: 24 rows
p302261: 30 rows
p302262: 34 rows
p302263: 21 rows
p302264: 18 rows
p302265: 25 rows
p302266: 20 rows
p302267: 29 rows
p302268: 31 rows
p302269: 26 rows
p302270: 32 rows
p302273: 20 rows
p302274: 18 rows
p302275: 23 rows
p302277: 26 rows
p302279: 30 rows
p302282: 28 rows
p302283: 91 rows
p306156: 3363 rows
p306157: 4033 rows
p306164: 4486 rows
p310233: 9 rows
p310241: 23 rows
p310243: 33 rows
p310261: 64 rows
p310262: 39 rows
p313263: 492 rows
p314227: 286 rows
p314228: 798 rows
p314229: 450 rows
p314231: 479 rows
p314232: 626 rows
p314234: 481 rows
p314236: 606 rows
p314237: 775 rows
p314238: 649 rows
p314250: 440 rows
p314253: 718 rows
p314254: 459 rows
p314256: 154 rows
p314258: 710 rows
p314259: 794 rows
p314260: 590 rows
p315230: 475 rows
p315231: 496 rows
p315232: 572 rows
p315235: 807 rows
p315236: 446 rows
p315237: 761 rows
p315239: 287 rows
p315248: 377 rows
p315268: 280 rows
p316198: 820 rows
p316199: 583 rows
p316201: 536 rows
p316203: 659 rows
p316206: 728 rows
p316207: 850 rows
p316208: 314 rows
p316209: 811 rows
p316210: 597 rows
p316211: 860 rows
p316212: 860 rows
p316213: 842 rows
p316214: 559 rows
p316215: 774 rows
p316216: 748 rows
p316232: 371 rows
p316233: 845 rows
p316234: 456 rows
p316237: 573 rows
p316239: 601 rows
p316241: 896 rows
p316243: 844 rows
p316244: 574 rows
p317184: 751 rows
p317185: 573 rows
p317186: 1003 rows
p317189: 948 rows
p317191: 350 rows
p317214: 837 rows
p317220: 764 rows
p317222: 981 rows
p317223: 868 rows
p317224: 254 rows
p318199: 157 rows
p318200: 974 rows
p318201: 861 rows
p318202: 699 rows
p318203: 944 rows
p318204: 903 rows
p318205: 880 rows
p318208: 913 rows
p318209: 932 rows
p318210: 1043 rows
p318211: 881 rows
p318212: 920 rows
p318223: 921 rows
p318224: 876 rows
p318225: 891 rows
p318226: 949 rows
p318228: 906 rows
p318229: 989 rows
p318230: 718 rows
p318231: 802 rows
p318232: 934 rows
p318233: 2221 rows
p318234: 725 rows
p319186: 1562 rows
p319188: 1168 rows
p319189: 407 rows
p319190: 1827 rows
p319191: 286 rows
p319192: 1904 rows
p319195: 1529 rows
p319196: 2115 rows
p319197: 1679 rows
p319198: 1598 rows
p319199: 1785 rows
p319200: 1646 rows
p319201: 1592 rows
p319202: 1904 rows
p319203: 1818 rows
p319219: 2106 rows
p319220: 1393 rows
p319221: 1535 rows
p319222: 1822 rows
p319223: 1256 rows
p319226: 1980 rows
p319227: 1951 rows
p319228: 2006 rows
p319229: 1993 rows
p319230: 2066 rows
p319231: 1794 rows
p319232: 1878 rows
p319233: 1897 rows
p319237: 2104 rows
p321189: 1680 rows
p321192: 1593 rows
p321193: 1449 rows
p321194: 2071 rows
p321198: 1759 rows
p321199: 1849 rows
p321200: 1800 rows
p321201: 1325 rows
p321216: 1788 rows
p321217: 1447 rows
p321221: 1663 rows
p321223: 1555 rows
p321224: 1626 rows
p321225: 568 rows
p321226: 1754 rows
p321227: 1582 rows
p321228: 1852 rows
p322188: 1401 rows
p322189: 1378 rows
p322190: 461 rows
p322195: 1719 rows
p322196: 1379 rows
p322197: 1791 rows
p322198: 1746 rows
p322199: 1584 rows
p322202: 749 rows
p322204: 1307 rows
p322209: 1636 rows
p322215: 1163 rows
p322218: 1456 rows
p322220: 714 rows
p322222: 1409 rows
p322223: 1601 rows
p322224: 1505 rows
p322225: 1553 rows
p322227: 1561 rows
p322228: 1337 rows
p323186: 1201 rows
p323187: 872 rows
p323188: 606 rows
p323189: 907 rows
p323190: 792 rows
p323199: 510 rows
p323200: 383 rows
p323201: 1549 rows
p323202: 796 rows
p323204: 771 rows
p323205: 1149 rows
p323209: 968 rows
p400181: 22 rows
p400182: 19 rows
p400189: 12 rows
p400191: 19 rows
p400194: 26 rows
p400195: 30 rows
p400196: 34 rows
p400197: 52 rows
p400207: 31 rows
p400208: 18 rows
p400209: 41 rows
p400214: 27 rows
p400219: 17 rows
p400222: 16 rows
p400223: 24 rows
p400224: 36 rows
p400225: 13 rows
p400231: 17 rows
p400232: 33 rows
p400233: 13 rows
p400234: 18 rows
p400235: 28 rows
p400242: 24 rows
p401179: 25 rows
p401184: 25 rows
p401185: 36 rows
p401187: 24 rows
p401189: 21 rows
p401192: 39 rows
p401193: 25 rows
p401195: 38 rows
p401196: 29 rows
p401197: 33 rows
p401198: 72 rows
p401199: 80 rows
p401200: 62 rows
p401201: 70 rows
p401202: 37 rows
p401204: 21 rows
p401209: 67 rows
p401210: 35 rows
p401213: 45 rows
p401214: 27 rows
p401215: 36 rows
p401216: 40 rows
p401220: 52 rows
p401223: 45 rows
p401224: 28 rows
p401226: 42 rows
p401227: 30 rows
p401228: 33 rows
p401231: 52 rows
p401235: 25 rows
p401246: 25 rows
p401248: 31 rows
p401278: 24 rows
p402168: 41 rows
p402170: 38 rows
p402171: 31 rows
p402172: 29 rows
p402174: 20 rows
p402181: 19 rows
p402183: 32 rows
p402184: 29 rows
p402185: 41 rows
p402186: 30 rows
p402187: 31 rows
p402188: 34 rows
p402189: 41 rows
p402190: 28 rows
p402191: 37 rows
p402192: 19 rows
p402193: 40 rows
p402194: 39 rows
p402195: 29 rows
p402197: 29 rows
p402198: 35 rows
p402199: 43 rows
p402200: 13 rows
p402201: 18 rows
p402202: 40 rows
p402203: 36 rows
p402204: 23 rows
p402205: 21 rows
p402206: 37 rows
p402207: 31 rows
p402208: 35 rows
p402209: 31 rows
p402210: 29 rows
p402211: 35 rows
p402212: 32 rows
p402213: 34 rows
p402214: 33 rows
p402215: 14 rows
p402216: 27 rows
p402217: 27 rows
p402218: 17 rows
p402219: 41 rows
p402220: 22 rows
p402221: 39 rows
p402222: 30 rows
p402223: 42 rows
p402224: 29 rows
p402225: 36 rows
p402226: 31 rows
p402227: 29 rows
p402228: 28 rows
p402229: 39 rows
p402230: 34 rows
p402231: 38 rows
p402232: 32 rows
p402233: 36 rows
p402234: 45 rows
p402235: 57 rows
p402236: 42 rows
p402237: 29 rows
p402238: 33 rows
p402239: 33 rows
p402240: 41 rows
p402242: 47 rows
p402244: 29 rows
p402245: 36 rows
p402247: 29 rows
p402248: 28 rows
p402250: 50 rows
p402251: 33 rows
p402252: 32 rows
p402253: 44 rows
p402257: 28 rows
p402260: 32 rows
p402263: 23 rows
p402264: 27 rows
p402265: 27 rows
p402267: 6 rows
p402269: 28 rows
p402270: 19 rows
p402273: 17 rows
p402282: 22 rows
p500181: 35 rows
p500189: 24 rows
p500191: 20 rows
p500207: 21 rows
p500208: 24 rows
p500224: 20 rows
p500235: 16 rows
p501178: 16 rows
p501179: 32 rows
p501185: 37 rows
p501187: 28 rows
p501189: 23 rows
p501193: 33 rows
p501202: 35 rows
p501205: 17 rows
p501209: 28 rows
p501210: 41 rows
p501213: 13 rows
p501216: 39 rows
p501220: 17 rows
p501223: 36 rows
p501226: 48 rows
p501231: 30 rows
p501235: 25 rows
p502183: 42 rows
p502184: 36 rows
p502186: 34 rows
p502188: 20 rows
p502189: 50 rows
p502191: 18 rows
p502192: 38 rows
p502193: 38 rows
p502194: 35 rows
p502195: 31 rows
p502197: 32 rows
p502198: 26 rows
p502201: 15 rows
p502202: 31 rows
p502203: 30 rows
p502204: 25 rows
p502205: 33 rows
p502207: 43 rows
p502208: 29 rows
p502209: 37 rows
p502210: 17 rows
p502211: 42 rows
p502212: 36 rows
p502213: 38 rows
p502214: 28 rows
p502216: 20 rows
p502217: 22 rows
p502218: 20 rows
p502219: 34 rows
p502220: 30 rows
p502221: 43 rows
p502222: 35 rows
p502224: 28 rows
p502225: 23 rows
p502226: 26 rows
p502227: 26 rows
p502228: 19 rows
p502230: 26 rows
p502231: 29 rows
p502232: 52 rows
p502233: 30 rows
p502234: 38 rows
p502235: 20 rows
p502236: 36 rows
p502237: 19 rows
p502238: 30 rows
p502239: 45 rows
p502240: 23 rows
p502244: 48 rows
p502253: 22 rows
p502257: 50 rows
p502269: 26 rows
p519219: 25712 rows
p520216: 21046 rows
p601185: 28 rows
p601187: 22 rows
p601208: 54 rows
p601210: 36 rows
p602184: 32 rows
p602186: 27 rows
p602189: 30 rows
p602191: 26 rows
p602192: 41 rows
p602193: 34 rows
p602194: 18 rows
p602197: 37 rows
p602198: 36 rows
p602201: 25 rows
p602202: 37 rows
p602203: 21 rows
p602204: 21 rows
p602205: 24 rows
p602208: 33 rows
p602209: 23 rows
p602210: 20 rows
p602211: 31 rows
p602212: 29 rows
p602213: 28 rows
p602214: 33 rows
p602216: 24 rows
p602218: 7 rows
p602219: 32 rows
p602220: 26 rows
p602221: 36 rows
p602222: 56 rows
p602224: 29 rows
p602225: 38 rows
p602226: 29 rows
p602227: 22 rows
p602230: 36 rows
p602231: 37 rows
p602232: 33 rows
p602233: 38 rows
p602236: 53 rows
p602239: 45 rows
p602240: 39 rows
p602253: 20 rows
p69G: 1 rows
p702186: 31 rows
p702191: 25 rows
p702193: 35 rows
p702197: 32 rows
p702198: 47 rows
p702202: 38 rows
p702203: 28 rows
p702205: 25 rows
p702210: 15 rows
p702211: 29 rows
p702212: 29 rows
p702213: 34 rows
p702214: 30 rows
p702216: 14 rows
p702218: 19 rows
p702220: 28 rows
p702221: 36 rows
p702222: 36 rows
p702224: 29 rows
p702225: 34 rows
p702226: 29 rows
p702227: 35 rows
p702230: 18 rows
p702231: 25 rows
p702233: 45 rows
p702236: 30 rows
p702239: 23 rows
p702240: 41 rows
p704259: 120 rows
p704265: 141 rows
p704268: 114 rows
p704271: 137 rows
p704275: 44 rows
p704278: 90 rows
p704282: 71 rows
p704287: 114 rows
p704288: 104 rows
p704303: 90 rows
p704307: 115 rows
p704315: 150 rows
p704321: 93 rows
p704323: 144 rows
p704324: 87 rows
p704328: 117 rows
p704332: 99 rows
p704335: 121 rows
p704339: 94 rows
p704344: 109 rows
p704347: 41 rows
p704351: 53 rows
p704353: 111 rows
p704357: 85 rows
p704365: 111 rows
p802193: 32 rows
p802198: 36 rows
p802202: 55 rows
p802205: 36 rows
p802212: 31 rows
p802213: 33 rows
p802220: 23 rows
p802221: 41 rows
p802224: 36 rows
p802226: 30 rows
p802233: 36 rows
p802240: 27 rows
p806210: 1656 rows
p806212: 2382 rows
p806213: 3417 rows
p806215: 1466 rows
p806216: 4914 rows
p806221: 3909 rows
p902041G: 23749 rows
p902202: 35 rows
p902220: 30 rows
p902224: 31 rows
p902226: 29 rows
p904176G: 2104 rows
p904177G: 35085 rows
p905169G: 34367 rows
p906258: 84 rows
p906259: 17 rows
p906260: 69 rows
p907256: 381 rows
p907257: 327 rows
p907259: 163 rows
