CSV Split Summary
=================

Date: 28-Jun-2026 23:44:38
Input file: data/legacy/original_csv/RUSS_24_VALID.CSV
Output directory: data/legacy/surveys/pending

Total surveys: 12578
Total rows: 11651703
Average rows per survey: 926
Time elapsed: 341.3 minutes

Survey file row counts:
-----------------------
f306095: 480 rows
f306096: 768 rows
f306102: 792 rows
f306103: 784 rows
f306104: 452 rows
f306321: 381 rows
f306322: 877 rows
f306332: 653 rows
f306336: 421 rows
f306341: 277 rows
f306343: 862 rows
f306344: 263 rows
f306351: 704 rows
f306352: 874 rows
f306362: 435 rows
f306364: 681 rows
f307006: 841 rows
f307007: 438 rows
f307012: 750 rows
f307013: 928 rows
f307024: 909 rows
f307025: 371 rows
f307039: 800 rows
f307041: 324 rows
f307042: 612 rows
f307043: 905 rows
f307050: 554 rows
f307051: 200 rows
f307057: 419 rows
f307058: 950 rows
f307062: 603 rows
f307066: 750 rows
f307070: 944 rows
f307071: 1001 rows
f307072: 890 rows
f307078: 943 rows
f307079: 779 rows
f307087: 786 rows
f307090: 946 rows
f307093: 963 rows
f307099: 733 rows
f307102: 787 rows
f307103: 647 rows
f307104: 820 rows
f307331: 702 rows
f307336: 853 rows
f307338: 831 rows
f307342: 597 rows
f307344: 599 rows
f307345: 545 rows
f307348: 836 rows
f307352: 256 rows
f307353: 895 rows
f307354: 773 rows
f308005: 897 rows
f308006: 939 rows
f308007: 669 rows
f308010: 859 rows
f308016: 292 rows
f308022: 472 rows
f308023: 671 rows
f308024: 420 rows
f308027: 420 rows
f308029: 744 rows
f308031: 417 rows
f308033: 875 rows
f308034: 650 rows
f308038: 822 rows
f308039: 658 rows
f308042: 790 rows
f308045: 545 rows
f308046: 886 rows
f308047: 608 rows
f308051: 775 rows
f308052: 401 rows
f308055: 394 rows
f308056: 549 rows
f308059: 578 rows
f308060: 853 rows
f308061: 370 rows
f308062: 396 rows
f308063: 574 rows
f308066: 887 rows
f308070: 989 rows
f308071: 786 rows
f308072: 725 rows
f308073: 918 rows
f308082: 938 rows
f308086: 776 rows
f308087: 751 rows
f308088: 556 rows
f308093: 391 rows
f308097: 718 rows
f308100: 795 rows
f308101: 263 rows
f308102: 691 rows
f308105: 879 rows
f308322: 761 rows
f308325: 750 rows
f308328: 847 rows
f308329: 689 rows
f308331: 770 rows
f308332: 299 rows
f308337: 569 rows
f308338: 730 rows
f308339: 573 rows
f308341: 776 rows
f308351: 327 rows
f308353: 660 rows
f308354: 620 rows
f308363: 556 rows
f309002: 576 rows
f309005: 582 rows
f309009: 555 rows
f309010: 644 rows
f309014: 558 rows
f309015: 366 rows
f309017: 560 rows
f309021: 477 rows
f309022: 547 rows
f309026: 375 rows
f309030: 769 rows
f309031: 657 rows
f309032: 803 rows
f309033: 515 rows
f309037: 542 rows
f309038: 811 rows
f309039: 498 rows
f309040: 762 rows
f309041: 761 rows
f309043: 632 rows
f309044: 787 rows
f309052: 881 rows
f309056: 790 rows
f309057: 1008 rows
f309058: 579 rows
f309063: 893 rows
f309064: 535 rows
f309065: 686 rows
f309066: 516 rows
f309067: 823 rows
f309069: 475 rows
f309077: 759 rows
f309078: 761 rows
f309082: 817 rows
f309083: 545 rows
f309089: 745 rows
f309090: 680 rows
f309094: 751 rows
f309095: 573 rows
f309099: 560 rows
f309101: 64 rows
f309319: 778 rows
f309320: 480 rows
f309324: 1627 rows
f309330: 1437 rows
f309332: 1809 rows
f309334: 1359 rows
f309338: 1020 rows
f309355: 2281 rows
f309356: 1354 rows
f309357: 2217 rows
f309361: 1540 rows
f310003: 1564 rows
f310004: 1959 rows
f310006: 1512 rows
f310007: 2227 rows
f310011: 696 rows
f310012: 603 rows
f310013: 913 rows
f310014: 2179 rows
f310015: 2336 rows
f310019: 1500 rows
f310020: 2266 rows
f310027: 2014 rows
f310028: 1569 rows
f310039: 2216 rows
f310045: 2099 rows
f310050: 2774 rows
f310051: 2606 rows
f310052: 2345 rows
f310060: 2768 rows
f310065: 1898 rows
f310066: 1489 rows
f310068: 2605 rows
f310069: 1275 rows
f310076: 2479 rows
f310078: 1671 rows
f310079: 2668 rows
f310083: 2225 rows
f310084: 2451 rows
f310090: 1338 rows
f310093: 2216 rows
f310096: 1793 rows
f310101: 1699 rows
f310102: 2258 rows
f310319: 2142 rows
f310322: 1810 rows
f310324: 2606 rows
f310326: 2379 rows
f310331: 1444 rows
f310337: 1427 rows
f310338: 1604 rows
f310342: 1287 rows
f310349: 2190 rows
f310354: 941 rows
f310355: 2404 rows
f310358: 1436 rows
f310359: 2276 rows
f310362: 1584 rows
f310363: 1850 rows
f310364: 1585 rows
f310365: 2580 rows
f311004: 2762 rows
f311014: 2372 rows
f311015: 1982 rows
f311020: 2287 rows
f311024: 1157 rows
f311027: 1656 rows
f311037: 2214 rows
f311044: 1258 rows
f311048: 2768 rows
f311055: 1505 rows
f311071: 1324 rows
f311072: 1372 rows
f311073: 2456 rows
f311076: 2171 rows
f311077: 1487 rows
f311080: 1517 rows
f311081: 1653 rows
f311084: 1387 rows
f311085: 2272 rows
f311093: 2294 rows
f311097: 2265 rows
f311098: 1518 rows
f311099: 2320 rows
f311103: 2160 rows
f311104: 2329 rows
f311324: 2378 rows
f311325: 2234 rows
f311326: 1677 rows
f311329: 1658 rows
f311330: 2238 rows
f311334: 1143 rows
f311339: 1462 rows
f311340: 2365 rows
f311348: 2153 rows
f311349: 2584 rows
f311350: 1471 rows
f311353: 2260 rows
f311356: 1709 rows
f311363: 1935 rows
f312001: 1965 rows
f312004: 1803 rows
f312006: 2450 rows
f312008: 1943 rows
f312010: 1963 rows
f312019: 1824 rows
f312020: 1737 rows
f312024: 1792 rows
f312025: 1385 rows
f312028: 2006 rows
f312030: 287 rows
f312031: 2307 rows
f312032: 2520 rows
f312035: 1489 rows
f312039: 2043 rows
f312044: 1504 rows
f312046: 1815 rows
f312048: 1033 rows
f312053: 1421 rows
f312068: 1568 rows
f312072: 2253 rows
f312073: 2421 rows
f312074: 2228 rows
f312075: 2263 rows
f312076: 2249 rows
f312079: 1314 rows
f312080: 2232 rows
f312083: 2336 rows
f312088: 1373 rows
f312090: 2201 rows
f312092: 1371 rows
f312095: 1296 rows
f312099: 260 rows
f312101: 1423 rows
f312104: 2372 rows
f312105: 1603 rows
f312328: 2355 rows
f312330: 1507 rows
f312331: 2121 rows
f312332: 1305 rows
f312335: 2207 rows
f312338: 1400 rows
f312339: 1943 rows
f312343: 936 rows
f312344: 1243 rows
f312351: 1377 rows
f312354: 1954 rows
f312358: 1830 rows
f312363: 2365 rows
f312366: 2166 rows
f313005: 1186 rows
f313009: 1615 rows
f313012: 1544 rows
f313014: 1490 rows
f313015: 1148 rows
f313020: 1939 rows
f313021: 1425 rows
f313028: 1052 rows
f313033: 1748 rows
f313035: 1769 rows
f313036: 1468 rows
f313037: 2165 rows
f313046: 1521 rows
f313049: 2142 rows
f313051: 1295 rows
f313052: 1508 rows
f313055: 1165 rows
f313060: 1725 rows
f313061: 967 rows
f313063: 1562 rows
f313066: 1390 rows
f313069: 1663 rows
f313074: 2389 rows
f313077: 1341 rows
f313078: 1445 rows
f313081: 2096 rows
f313086: 1636 rows
f313087: 1648 rows
f313088: 2507 rows
f313089: 2266 rows
f313097: 1518 rows
f313098: 2233 rows
f313099: 2209 rows
f313103: 833 rows
f320357: 1468 rows
f320358: 1808 rows
f320362: 1957 rows
f320363: 2123 rows
f321004: 1686 rows
f321006: 1135 rows
f321007: 1985 rows
f321011: 1543 rows
f321013: 1179 rows
f321014: 1568 rows
f321019: 1696 rows
f321022: 1993 rows
f321024: 1704 rows
f321029: 1326 rows
f321030: 2127 rows
f321035: 2467 rows
f321040: 813 rows
f321048: 2011 rows
f321051: 1754 rows
f321054: 1909 rows
f321055: 2116 rows
f321056: 2302 rows
f321057: 2078 rows
f321058: 2064 rows
f321059: 846 rows
f321063: 2618 rows
f321067: 2565 rows
f321068: 2674 rows
f321069: 2322 rows
f321070: 1813 rows
f321071: 2609 rows
f321072: 2351 rows
f321073: 2208 rows
f321082: 1943 rows
f321083: 2011 rows
f321084: 2792 rows
f321088: 1720 rows
f321089: 2657 rows
f321093: 1916 rows
f321098: 2385 rows
f321099: 2152 rows
f321100: 2496 rows
f321102: 2577 rows
f321103: 1965 rows
f321104: 2135 rows
f321320: 1966 rows
f321321: 1868 rows
f321322: 1704 rows
f321325: 1280 rows
f321328: 1184 rows
f321329: 1918 rows
f321331: 1689 rows
f321332: 1860 rows
f321334: 1869 rows
f321335: 1984 rows
f321336: 1210 rows
f321337: 1157 rows
f321338: 1801 rows
f321339: 1661 rows
f321344: 1815 rows
f321347: 1959 rows
f321348: 1634 rows
f321350: 1732 rows
f321351: 2022 rows
f321358: 1822 rows
f321361: 2113 rows
f321365: 1558 rows
f322006: 1671 rows
f322009: 1671 rows
f322012: 2169 rows
f322013: 2182 rows
f322015: 1705 rows
f322018: 1936 rows
f322019: 2083 rows
f322020: 1784 rows
f322023: 2021 rows
f322024: 2116 rows
f322025: 1862 rows
f322031: 1986 rows
f322033: 1783 rows
f322039: 1654 rows
f322040: 1572 rows
f322041: 1858 rows
f322042: 2011 rows
f322043: 1955 rows
f322045: 1693 rows
f322046: 1632 rows
f322050: 1376 rows
f322051: 523 rows
f322052: 2254 rows
f322053: 1749 rows
f322055: 1647 rows
f322060: 1801 rows
f322061: 2027 rows
f322062: 2020 rows
f322067: 1706 rows
f322072: 2234 rows
f322073: 1917 rows
f322074: 2124 rows
f322076: 1737 rows
f322077: 2434 rows
f322080: 1999 rows
f322081: 2254 rows
f322087: 547 rows
f322091: 1664 rows
f322092: 1960 rows
f322093: 2706 rows
f322094: 2175 rows
f322100: 2227 rows
f322101: 2475 rows
f322102: 2406 rows
f322103: 2623 rows
f322104: 1531 rows
f322323: 2011 rows
f322326: 1845 rows
f322332: 1405 rows
f322333: 2031 rows
f322337: 1672 rows
f322339: 1685 rows
f322340: 2125 rows
f322342: 1681 rows
f322345: 1472 rows
f322348: 1954 rows
f322351: 1671 rows
f322353: 1213 rows
f322360: 1837 rows
f322361: 2051 rows
f322362: 1892 rows
f322363: 2045 rows
f322364: 1822 rows
f323002: 1415 rows
f323003: 1516 rows
f323005: 1522 rows
f323007: 2004 rows
f323008: 2062 rows
f323010: 1706 rows
f323011: 2142 rows
f323016: 2339 rows
f323018: 1251 rows
f323021: 1802 rows
f323024: 2193 rows
f323027: 2003 rows
f323028: 1871 rows
f323029: 2131 rows
f323037: 1890 rows
f323038: 2292 rows
f323039: 2001 rows
f323040: 2172 rows
f323044: 1266 rows
f323045: 1729 rows
f323046: 2001 rows
f323047: 1453 rows
f323050: 1628 rows
f323051: 2243 rows
f323053: 1919 rows
f323055: 2262 rows
f323059: 1192 rows
f323063: 1499 rows
f323064: 1365 rows
f323065: 2378 rows
f323068: 1334 rows
f323070: 1402 rows
f323075: 2271 rows
f323078: 2219 rows
f323081: 2177 rows
f323082: 2317 rows
f323087: 692 rows
f323089: 2296 rows
f323092: 2412 rows
f323093: 2392 rows
f323094: 2182 rows
f323095: 1895 rows
f323096: 2092 rows
f323102: 2157 rows
f323103: 1751 rows
f323105: 2464 rows
f400083: 251 rows
f400085: 153 rows
f400087: 242 rows
f400091: 116 rows
f400092: 127 rows
f400098: 233 rows
f400102: 205 rows
f400104: 239 rows
f400105: 144 rows
f400112: 36 rows
f400116: 119 rows
f400118: 170 rows
f400119: 202 rows
f400122: 136 rows
f400124: 500 rows
f400125: 240 rows
f400127: 324 rows
f400129: 131 rows
f400133: 340 rows
f400135: 32 rows
f400137: 270 rows
f400147: 231 rows
f400148: 168 rows
f400149: 374 rows
f400152: 312 rows
f400153: 120 rows
f400156: 336 rows
f400157: 133 rows
f400160: 307 rows
f400166: 436 rows
f400167: 225 rows
f400170: 200 rows
f400172: 319 rows
f400173: 257 rows
f400180: 372 rows
f400181: 175 rows
f401088: 160 rows
f401091: 116 rows
f401094: 191 rows
f401095: 239 rows
f401096: 189 rows
f401101: 210 rows
f401106: 70 rows
f401107: 215 rows
f401109: 101 rows
f401110: 165 rows
f401113: 327 rows
f401121: 361 rows
f401122: 364 rows
f401123: 230 rows
f401127: 244 rows
f401128: 360 rows
f401129: 254 rows
f401131: 462 rows
f401132: 298 rows
f401137: 259 rows
f401138: 348 rows
f401140: 87 rows
f401141: 38 rows
f401145: 195 rows
f401146: 371 rows
f401149: 161 rows
f401152: 218 rows
f401156: 259 rows
f401157: 426 rows
f401158: 516 rows
f401159: 357 rows
f401160: 290 rows
f401162: 428 rows
f401163: 68 rows
f401164: 163 rows
f401165: 222 rows
f401170: 235 rows
f401171: 52 rows
f401172: 127 rows
f401176: 188 rows
f401177: 511 rows
f401178: 209 rows
f401179: 496 rows
f401188: 367 rows
f401193: 235 rows
f401194: 80 rows
f401195: 306 rows
f401196: 424 rows
f401197: 460 rows
f402078: 232 rows
f402080: 507 rows
f402081: 126 rows
f402087: 225 rows
f402088: 303 rows
f402090: 507 rows
f402092: 374 rows
f402095: 432 rows
f402097: 331 rows
f402101: 479 rows
f402102: 401 rows
f402104: 403 rows
f402106: 259 rows
f402107: 665 rows
f402108: 312 rows
f402110: 388 rows
f402111: 173 rows
f402113: 466 rows
f402114: 533 rows
f402117: 310 rows
f402120: 433 rows
f402121: 396 rows
f402124: 537 rows
f402125: 279 rows
f402126: 487 rows
f402128: 397 rows
f402130: 444 rows
f402131: 147 rows
f402132: 571 rows
f402139: 380 rows
f402140: 569 rows
f402142: 524 rows
f402143: 740 rows
f402145: 434 rows
f402148: 27 rows
f402149: 95 rows
f402154: 705 rows
f402155: 543 rows
f402159: 640 rows
f402161: 543 rows
f402162: 183 rows
f402164: 427 rows
f402165: 335 rows
f402167: 476 rows
f402168: 359 rows
f402169: 784 rows
f402170: 468 rows
f402171: 539 rows
f402175: 405 rows
f402176: 251 rows
f402177: 362 rows
f402179: 122 rows
f402180: 68 rows
f402181: 244 rows
f402182: 759 rows
f402184: 169 rows
f402187: 314 rows
f402188: 343 rows
f402192: 394 rows
f402193: 340 rows
f402194: 453 rows
f402198: 214 rows
f402257: 186 rows
f402260: 438 rows
f402261: 345 rows
f402262: 340 rows
f402263: 389 rows
f402268: 214 rows
f402269: 242 rows
f402272: 291 rows
f402273: 437 rows
f402282: 339 rows
f402283: 287 rows
f402288: 344 rows
f402291: 286 rows
f402294: 370 rows
f402295: 335 rows
f402298: 204 rows
f402304: 324 rows
f402308: 305 rows
f402309: 362 rows
f402323: 342 rows
f402324: 238 rows
f402338: 153 rows
f402343: 239 rows
f402347: 270 rows
f402353: 290 rows
f403093: 214 rows
f403103: 294 rows
f403104: 202 rows
f403108: 262 rows
f403111: 441 rows
f403115: 334 rows
f403118: 398 rows
f403120: 337 rows
f403124: 394 rows
f403125: 361 rows
f403129: 336 rows
f403133: 204 rows
f403134: 397 rows
f403135: 490 rows
f403139: 355 rows
f403140: 335 rows
f403141: 236 rows
f403149: 227 rows
f403150: 334 rows
f403151: 591 rows
f403154: 341 rows
f403157: 349 rows
f403158: 357 rows
f403161: 324 rows
f403163: 422 rows
f403166: 107 rows
f403168: 604 rows
f403171: 301 rows
f403175: 652 rows
f403176: 449 rows
f403179: 508 rows
f403182: 504 rows
f403183: 472 rows
f403184: 307 rows
f403188: 449 rows
f403191: 169 rows
f403194: 102 rows
f403198: 409 rows
f403199: 321 rows
f403202: 443 rows
f403207: 339 rows
f403209: 440 rows
f403211: 321 rows
f403226: 195 rows
f403227: 199 rows
f403229: 107 rows
f403237: 252 rows
f403238: 194 rows
f403265: 230 rows
f403267: 359 rows
f403268: 352 rows
f403269: 34 rows
f403273: 395 rows
f403274: 392 rows
f403276: 385 rows
f403279: 428 rows
f403282: 242 rows
f403287: 227 rows
f403290: 286 rows
f403291: 341 rows
f403293: 315 rows
f403298: 318 rows
f403301: 210 rows
f403303: 97 rows
f403304: 184 rows
f403305: 334 rows
f403306: 248 rows
f403307: 123 rows
f403310: 300 rows
f403311: 310 rows
f404064: 199 rows
f404070: 173 rows
f404074: 480 rows
f404083: 238 rows
f404084: 292 rows
f404090: 219 rows
f404098: 342 rows
f404100: 134 rows
f404101: 307 rows
f404108: 182 rows
f404109: 319 rows
f404111: 199 rows
f404112: 417 rows
f404116: 220 rows
f404119: 214 rows
f404125: 339 rows
f404126: 288 rows
f404127: 392 rows
f404128: 187 rows
f404130: 250 rows
f404133: 317 rows
f404140: 195 rows
f404141: 188 rows
f404151: 260 rows
f404152: 127 rows
f404155: 458 rows
f404156: 464 rows
f404157: 545 rows
f404162: 313 rows
f404163: 339 rows
f404164: 320 rows
f404168: 518 rows
f404169: 460 rows
f404175: 398 rows
f404176: 385 rows
f404179: 365 rows
f404180: 454 rows
f404181: 337 rows
f404188: 40 rows
f404192: 416 rows
f404193: 613 rows
f404260: 142 rows
f404266: 192 rows
f404267: 12 rows
f404270: 110 rows
f404271: 96 rows
f404274: 347 rows
f404275: 200 rows
f404283: 353 rows
f404284: 96 rows
f404287: 329 rows
f404292: 197 rows
f404300: 312 rows
f404303: 288 rows
f404307: 337 rows
f404309: 194 rows
f404322: 439 rows
f404323: 261 rows
f404324: 335 rows
f404325: 299 rows
f404328: 765 rows
f404332: 369 rows
f404335: 438 rows
f404341: 335 rows
f404344: 330 rows
f404353: 239 rows
f404357: 407 rows
f405002: 360 rows
f405004: 187 rows
f405009: 336 rows
f405011: 209 rows
f405015: 313 rows
f405019: 215 rows
f405030: 288 rows
f405031: 377 rows
f405032: 289 rows
f405037: 52 rows
f405038: 324 rows
f405039: 330 rows
f405040: 180 rows
f405045: 244 rows
f405057: 82 rows
f405065: 326 rows
f405069: 45 rows
f405076: 386 rows
f405077: 237 rows
f405079: 337 rows
f405081: 400 rows
f405085: 317 rows
f405086: 265 rows
f405090: 418 rows
f405091: 115 rows
f405095: 386 rows
f405096: 313 rows
f405099: 406 rows
f405103: 323 rows
f405107a: 266 rows
f405107b: 441 rows
f405108: 297 rows
f405112a: 309 rows
f405112b: 676 rows
f405116a: 337 rows
f405116b: 346 rows
f405119: 28 rows
f405122: 335 rows
f405123a: 281 rows
f405123b: 337 rows
f405124a: 549 rows
f405124b: 563 rows
f405125: 392 rows
f405126: 309 rows
f405130: 346 rows
f405133: 386 rows
f405134a: 374 rows
f405134b: 404 rows
f405139a: 32 rows
f405139b: 397 rows
f405148: 187 rows
f405151a: 241 rows
f405151b: 385 rows
f405155: 185 rows
f405159b: 689 rows
f405170a: 283 rows
f405170b: 320 rows
f405171: 246 rows
f405172a: 452 rows
f405172b: 395 rows
f405175: 188 rows
f405184: 288 rows
f405185: 288 rows
f405192: 304 rows
f405193: 429 rows
f405194: 264 rows
f405195: 316 rows
f405198: 454 rows
f405201: 384 rows
f405202: 328 rows
f405203: 318 rows
f405205: 332 rows
f405207: 65 rows
f405209: 222 rows
f405210: 319 rows
f405211: 248 rows
f405229: 336 rows
f405230: 483 rows
f405231: 333 rows
f405235: 398 rows
f405236: 324 rows
f405237: 516 rows
f405238: 449 rows
f405239: 98 rows
f405244: 290 rows
f405245: 500 rows
f405246: 398 rows
f405262: 629 rows
f405264: 329 rows
f405265: 351 rows
f405268: 331 rows
f405271: 386 rows
f405273: 342 rows
f405274: 396 rows
f405275: 410 rows
f405294: 153 rows
f405295: 392 rows
f405301: 379 rows
f405304: 306 rows
f405305: 411 rows
f405317: 400 rows
f405322: 321 rows
f405323: 346 rows
f405330: 265 rows
f405331: 362 rows
f405339: 268 rows
f405346: 481 rows
f405349: 457 rows
f405351: 239 rows
f405352: 282 rows
f405355: 434 rows
f405362: 623 rows
f405365: 385 rows
f406002: 341 rows
f406006: 294 rows
f406007: 47 rows
f406010: 280 rows
f406013: 332 rows
f406017: 353 rows
f406024: 129 rows
f406029: 365 rows
f406032: 77 rows
f406033: 372 rows
f406039: 393 rows
f406040: 319 rows
f406042: 86 rows
f406047: 275 rows
f406052: 420 rows
f406053: 519 rows
f406054: 157 rows
f406065: 283 rows
f406066: 433 rows
f406067: 353 rows
f406068: 314 rows
f406072: 133 rows
f406076: 157 rows
f406078: 341 rows
f406083: 440 rows
f406087: 308 rows
f406088: 402 rows
f406089: 385 rows
f406101: 369 rows
f406102: 324 rows
f406104: 388 rows
f406107: 172 rows
f406112: 360 rows
f406116: 342 rows
f406117: 452 rows
f406124: 287 rows
f406125: 235 rows
f406127: 360 rows
f406137: 370 rows
f406138: 235 rows
f406143: 434 rows
f406144: 546 rows
f406148: 310 rows
f406150: 178 rows
f406157: 367 rows
f406163: 208 rows
f406164: 349 rows
f406165: 361 rows
f406167: 363 rows
f406168: 432 rows
f406172: 345 rows
f406182: 309 rows
f406184: 455 rows
f406188: 458 rows
f406189: 460 rows
f406193: 209 rows
f406200: 409 rows
f406201: 72 rows
f406248: 328 rows
f406250: 135 rows
f406257: 340 rows
f406260: 422 rows
f406265: 376 rows
f406269: 307 rows
f406270: 362 rows
f406276: 347 rows
f406282: 344 rows
f406287: 369 rows
f406289: 468 rows
f406290: 293 rows
f406292: 380 rows
f406295: 163 rows
f406300: 317 rows
f406305: 371 rows
f406309: 517 rows
f406310: 302 rows
f406315: 263 rows
f406322: 265 rows
f406324: 344 rows
f406325: 263 rows
f406329: 307 rows
f406330: 260 rows
f406331: 374 rows
f406337: 328 rows
f406340: 303 rows
f406345: 385 rows
f406346: 249 rows
f406352: 415 rows
f407004: 32 rows
f407022: 220 rows
f407024: 249 rows
f407032: 79 rows
f407052: 235 rows
f407053: 238 rows
f407056: 230 rows
f407058: 340 rows
f407059: 308 rows
f407060: 188 rows
f407068: 338 rows
f407071: 207 rows
f407080: 417 rows
f407083: 232 rows
f407085: 233 rows
f407089: 256 rows
f407090: 305 rows
f407100: 284 rows
f407101: 545 rows
f407111: 363 rows
f407112: 511 rows
f407116: 513 rows
f407121: 414 rows
f407123: 334 rows
f407124: 323 rows
f407128: 430 rows
f407134: 283 rows
f407142: 453 rows
f407144: 354 rows
f407146: 221 rows
f407147: 493 rows
f407149: 453 rows
f407150: 645 rows
f407157: 453 rows
f407158: 565 rows
f407159: 521 rows
f407167: 463 rows
f407169: 507 rows
f407170: 271 rows
f407172: 312 rows
f407174: 314 rows
f407175: 402 rows
f407176: 455 rows
f407181: 414 rows
f407182: 270 rows
f407183: 312 rows
f407205: 457 rows
f407278: 176 rows
f407289: 504 rows
f407290: 252 rows
f407299: 298 rows
f407304: 391 rows
f407313: 335 rows
f407316: 322 rows
f407324: 290 rows
f407343: 415 rows
f407345: 319 rows
f407353: 362 rows
f407364: 230 rows
f408006: 420 rows
f408008: 44 rows
f408013: 471 rows
f408017: 395 rows
f408024: 513 rows
f408034: 372 rows
f408035: 397 rows
f408055: 239 rows
f408056: 374 rows
f408060: 400 rows
f408066: 458 rows
f408074: 238 rows
f408084: 513 rows
f408087: 289 rows
f408099: 491 rows
f408100: 310 rows
f408102: 314 rows
f408104: 307 rows
f408105: 286 rows
f408106: 414 rows
f408107: 408 rows
f408114: 214 rows
f408116: 408 rows
f408122: 335 rows
f408128: 415 rows
f408151: 426 rows
f408154: 288 rows
f408161: 317 rows
f408163: 190 rows
f408165: 439 rows
f408170: 356 rows
f408177: 423 rows
f408192: 322 rows
f408193: 392 rows
f408194: 366 rows
f408198: 351 rows
f408199: 514 rows
f408208: 289 rows
f408211: 220 rows
f408212: 273 rows
f408279: 234 rows
f408282: 302 rows
f408285: 182 rows
f408295: 440 rows
f408298: 558 rows
f408309: 234 rows
f408317: 383 rows
f408318: 363 rows
f408326: 471 rows
f408329: 485 rows
f408338: 401 rows
f408341: 432 rows
f408349: 266 rows
f409013: 108 rows
f409017: 181 rows
f409026: 420 rows
f409027: 111 rows
f409030: 308 rows
f409033: 523 rows
f409041: 391 rows
f409048: 327 rows
f409049: 435 rows
f409056: 290 rows
f409057: 241 rows
f409064: 401 rows
f409069: 502 rows
f409072: 208 rows
f409076: 241 rows
f409078: 319 rows
f409091: 205 rows
f409099: 308 rows
f409100: 243 rows
f409104: 267 rows
f409107: 319 rows
f409108: 252 rows
f409114: 203 rows
f409117: 138 rows
f409120: 338 rows
f409126: 374 rows
f409128: 264 rows
f409131: 452 rows
f409132: 416 rows
f409133: 244 rows
f409139: 427 rows
f409140: 364 rows
f409141: 208 rows
f409146: 375 rows
f409151: 370 rows
f409153: 154 rows
f409158: 391 rows
f409164: 109 rows
f409167: 336 rows
f409168: 463 rows
f409187: 411 rows
f409188: 230 rows
f409190: 309 rows
f409191: 468 rows
f409192: 395 rows
f409194: 362 rows
f409195: 377 rows
f409201: 336 rows
f409206: 330 rows
f409213: 340 rows
f409229: 326 rows
f409293: 573 rows
f409294: 331 rows
f409299: 343 rows
f409300: 292 rows
f409307: 390 rows
f409309: 350 rows
f409313: 306 rows
f409314: 280 rows
f409320: 196 rows
f409323: 360 rows
f409338: 340 rows
f409339: 186 rows
f409365: 310 rows
f410005: 351 rows
f410013: 234 rows
f410014: 401 rows
f410022: 41 rows
f410024: 344 rows
f410027: 71 rows
f410028: 133 rows
f410033: 281 rows
f410053: 197 rows
f410058: 147 rows
f410059: 238 rows
f410061: 406 rows
f410066: 280 rows
f410068: 289 rows
f410069: 174 rows
f410070A: 75 rows
f410070B: 248 rows
f410084: 243 rows
f410087: 246 rows
f410091: 288 rows
f410095: 231 rows
f410101: 438 rows
f410102: 310 rows
f410103: 253 rows
f410104: 205 rows
f410110: 418 rows
f410111: 258 rows
f410113: 293 rows
f410114: 313 rows
f410121: 571 rows
f410122: 124 rows
f410124: 366 rows
f410125: 457 rows
f410131: 366 rows
f410133: 431 rows
f410141: 418 rows
f410142: 354 rows
f410148: 457 rows
f410276: 308 rows
f410284: 334 rows
f410285: 244 rows
f410286: 413 rows
f410287: 297 rows
f410292: 205 rows
f410293: 322 rows
f410294: 105 rows
f410297: 580 rows
f410310: 324 rows
f410317: 348 rows
f410319: 248 rows
f410327: 334 rows
f410333: 491 rows
f410334: 334 rows
f410351: 259 rows
f410352: 388 rows
f410353: 424 rows
f410364: 363 rows
f410365: 352 rows
f411001: 254 rows
f411004: 188 rows
f411006: 314 rows
f411007: 433 rows
f411014: 235 rows
f411015: 260 rows
f411017: 233 rows
f411022: 275 rows
f411036: 450 rows
f411047: 1240 rows
f411073: 2201 rows
f411076: 469 rows
f411079: 130 rows
f411080: 82 rows
f411082: 295 rows
f411084: 445 rows
f411089: 1346 rows
f411090: 1343 rows
f411097: 320 rows
f411098: 398 rows
f411099: 280 rows
f411100: 533 rows
f411104: 256 rows
f411112: 1454 rows
f411120: 1426 rows
f411122: 973 rows
f411123: 1669 rows
f411140: 346 rows
f411151: 1885 rows
f411155: 1617 rows
f411156: 1653 rows
f411157: 739 rows
f411158: 1674 rows
f411159: 1502 rows
f411161: 989 rows
f411164: 1044 rows
f411167: 1472 rows
f411170: 1859 rows
f411171: 1285 rows
f411172: 1272 rows
f411310: 927 rows
f411312: 1556 rows
f411313: 1151 rows
f411317: 529 rows
f411320: 885 rows
f411326: 1608 rows
f411330: 1561 rows
f411335: 951 rows
f411336: 1596 rows
f411338: 1420 rows
f411348: 1205 rows
f411351: 929 rows
f411361: 82 rows
f411364: 1038 rows
f412004: 1388 rows
f412006: 1283 rows
f412009: 1210 rows
f412011: 878 rows
f412019: 1312 rows
f412023: 231 rows
f412026: 1275 rows
f412031: 454 rows
f412034: 1151 rows
f412116: 1735 rows
f412117: 1469 rows
f412133: 835 rows
f412134: 959 rows
f412138: 1033 rows
f412139: 1772 rows
f412140: 1891 rows
f412141: 894 rows
f412158: 1154 rows
f412159: 928 rows
f412160: 30 rows
f412162: 1801 rows
f412163: 1505 rows
f412164: 1498 rows
f412168: 423 rows
f412173: 1468 rows
f412185: 757 rows
f412187: 851 rows
f412192: 1811 rows
f412193: 1327 rows
f412194: 1661 rows
f412195: 889 rows
f412199: 1430 rows
f412201: 984 rows
f412202: 2517 rows
